human_symbol,incidence_n_mutations,incidence_n_altered_samples,incidence_n_profiled_samples,incidence_pct,is_cancer_gene,n_reference_profiled,n_case_profiled,n_reference_mutated,n_case_mutated,is_candidate,candidate_gene_symbols,candidate_gene_labels,candidate_groups,candidate_group,n_total_profiled,n_total_mutated,profile_denominator_matches_incidence,test_status,reference_prevalence_pct,case_prevalence_pct,prevalence_difference_pct,corrected_odds_ratio,corrected_log2_odds_ratio,odds_ratio,p_value,q_value_all_mutated_genes,n_fdr_tests,association_direction,is_significant_candidate,volcano_category,candidate_group_plot
CDK13,17,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
COL8A2,19,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CT47B1,15,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CTC1,18,15,147,10.2,Yes,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
DNM1,20,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ESYT1,17,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
F10,18,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
FAM117A,17,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
GLRA3,17,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
H1-8,17,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
HAS1,20,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
HS6ST3,17,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
INTS8,19,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
IPO7,17,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
LAG3,16,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
LCORL,17,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MMP21,18,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR4A47,16,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR8K1,21,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PDCD1,17,15,147,10.2,Yes,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PLEKHD1,19,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SLC13A3,17,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SLC27A5,16,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SLC44A4,17,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SRGAP2,20,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SVOP,17,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TBC1D23,16,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TFAP2B,19,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TMEM232,17,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TTC16,18,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
XKR7,19,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF385B,16,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF71,20,15,147,10.2,No,115,32,6,9,FALSE,NA,NA,NA,NA,147,15,TRUE,tested,5.217391304347826,28.125,22.907608695652172,6.810147299509001,2.767686003226029,6.976048984929817,7.600270542612689e-4,0.012484135606463716,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
BRINP2,42,30,147,20.4,No,115,32,16,14,FALSE,NA,NA,NA,NA,147,30,TRUE,tested,13.91304347826087,43.75,29.836956521739133,4.726453726453727,2.240758130683818,4.74663117884407,7.667970606116914e-4,0.012517590111149586,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CCT8L2,34,30,147,20.4,No,115,32,16,14,FALSE,NA,NA,NA,NA,147,30,TRUE,tested,13.91304347826087,43.75,29.836956521739133,4.726453726453727,2.240758130683818,4.74663117884407,7.667970606116914e-4,0.012517590111149586,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
NWD2,48,30,147,20.4,No,115,32,16,14,FALSE,NA,NA,NA,NA,147,30,TRUE,tested,13.91304347826087,43.75,29.836956521739133,4.726453726453727,2.240758130683818,4.74663117884407,7.667970606116914e-4,0.012517590111149586,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PCDH11X,45,30,147,20.4,No,115,32,16,14,FALSE,NA,NA,NA,NA,147,30,TRUE,tested,13.91304347826087,43.75,29.836956521739133,4.726453726453727,2.240758130683818,4.74663117884407,7.667970606116914e-4,0.012517590111149586,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TRPM2,42,30,147,20.4,No,115,32,16,14,FALSE,NA,NA,NA,NA,147,30,TRUE,tested,13.91304347826087,43.75,29.836956521739133,4.726453726453727,2.240758130683818,4.74663117884407,7.667970606116914e-4,0.012517590111149586,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
TTC6,43,30,147,20.4,No,115,32,16,14,FALSE,NA,NA,NA,NA,147,30,TRUE,tested,13.91304347826087,43.75,29.836956521739133,4.726453726453727,2.240758130683818,4.74663117884407,7.667970606116914e-4,0.012517590111149586,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF99,45,30,147,20.4,No,115,32,16,14,FALSE,NA,NA,NA,NA,147,30,TRUE,tested,13.91304347826087,43.75,29.836956521739133,4.726453726453727,2.240758130683818,4.74663117884407,7.667970606116914e-4,0.012517590111149586,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ABCG8,24,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ADCY2,26,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ADGRE2,24,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
BPIFB4,25,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CCDC144A,24,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CCDC27,26,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CD1C,24,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CHD4,26,21,147,14.3,Yes,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CILP,30,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CPB1,23,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
LINGO2,26,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR2A5,22,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR2M5,28,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
RESF1,27,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
REXO1,25,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SLC8A2,25,22,147,15,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SNTG2,31,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SPOCD1,26,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SSH1,22,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZMIZ2,22,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF239,23,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF546,28,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ZNF665,28,21,147,14.3,No,115,32,10,11,FALSE,NA,NA,NA,NA,147,21,TRUE,tested,8.695652173913043,34.375,25.679347826086957,5.374307862679956,2.4260789672833396,5.414283184211901,8.02235564735277e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ARID5B,24,20,176,11.4,Yes,115,61,6,14,FALSE,NA,NA,NA,NA,176,20,TRUE,tested,5.217391304347826,22.950819672131146,17.73342836778332,5.14251012145749,2.3624727282567055,5.353502429369479,8.022967426738518e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CUBN,198,84,176,47.7,No,115,61,44,40,FALSE,NA,NA,NA,NA,176,84,TRUE,tested,38.26086956521739,65.57377049180327,27.312900926585883,3.02665273059838,1.5977231539945185,3.0531509762141487,8.076416300677872e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ADAM11,22,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ADAMDEC1,19,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
AGBL4,23,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ALB,20,18,147,12.2,Yes,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ANAPC1,22,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ATP8B3,22,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
ATXN2L,24,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
BICC1,24,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CFHR1,20,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CLCNKA,22,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
CRNN,20,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
DRC7,24,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
FBXO24,22,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
JAG2,23,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
KRT28,21,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
MAP7D1,23,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
NPHP4,23,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR2M7,26,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR6F1,21,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
OR8D4,20,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
P3H2,24,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PHACTR1,21,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
PIGO,18,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SHCBP1L,23,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
SIGLEC14,19,18,147,12.2,No,115,32,8,10,FALSE,NA,NA,NA,NA,147,18,TRUE,tested,6.956521739130435,31.25,24.293478260869566,5.901960784313726,2.5611943347882065,5.9772682642324755,8.20592822716704e-4,0.012754671984997166,18512,Metastatic-associated,FALSE,Other FDR-significant gene,NA
