human_symbol,n_mutations,n_altered_samples,n_profiled_samples,incidence_pct,is_cancer_gene
NEK7,6,6,147,4.1,No
NEURL1,6,5,147,3.4,No
NEUROG3,6,6,147,4.1,No
NFILZ,6,5,147,3.4,No
NFS1,6,6,147,4.1,No
NHEJ1,6,6,147,4.1,No
NHERF2,6,6,147,4.1,No
NIF3L1,6,6,147,4.1,No
NKAIN2,6,6,147,4.1,No
NKX6-1,6,5,147,3.4,No
NMNAT1,6,6,147,4.1,No
NOP56,6,5,147,3.4,No
NPBWR2,6,5,147,3.4,No
NPDC1,6,6,147,4.1,No
NPPB,6,5,147,3.4,No
NR1D2,6,6,147,4.1,No
NR6A1,6,6,147,4.1,No
NRBP1,6,6,147,4.1,No
NSMCE3,6,6,147,4.1,No
NSUN3,6,5,147,3.4,No
NTAN1,6,5,147,3.4,No
NUDT12,6,6,147,4.1,No
ODF4,6,6,147,4.1,No
ODR4,6,5,147,3.4,No
OFD1,6,5,147,3.4,No
OGFOD1,6,6,147,4.1,No
OGFOD3,6,5,147,3.4,No
OGFRL1,6,6,147,4.1,No
OGT,6,6,147,4.1,Yes
OLR1,6,5,147,3.4,No
OMA1,6,6,147,4.1,No
OOSP1,6,4,147,2.7,No
OOSP4A,6,4,147,2.7,No
OPN1SW,6,6,147,4.1,No
OR10A3,6,6,147,4.1,No
OR1D5,6,6,147,4.1,No
OR1L3,6,5,147,3.4,No
OR2A4,6,6,147,4.1,No
OR2H2,6,5,147,3.4,No
OR52B2,6,4,147,2.7,No
OR52I1,6,6,147,4.1,No
OR52W1,6,6,147,4.1,No
OR5K3,6,6,147,4.1,No
OR6S1,6,5,147,3.4,No
OR7C1,6,5,147,3.4,No
OR7G3,6,6,147,4.1,No
OR8J3,6,5,147,3.4,No
OR8U3,6,6,147,4.1,No
OR9I1,6,5,147,3.4,No
ORC2,6,5,147,3.4,No
ORM2,6,6,147,4.1,No
OSBP,6,5,147,3.4,No
P2RX5,6,6,147,4.1,No
P4HTM,6,6,147,4.1,No
PAAF1,6,6,147,4.1,No
PAPSS1,6,6,147,4.1,No
PARK7,6,6,147,4.1,No
PAX9,6,5,147,3.4,No
PCBP2,6,6,147,4.1,No
PCCB,6,6,147,4.1,No
PCDHB17P,6,6,147,4.1,No
PCTP,6,6,147,4.1,No
PDC,6,6,147,4.1,No
PDHX,6,6,147,4.1,No
PDSS2,6,5,147,3.4,No
PEDS1,6,6,147,4.1,No
PELI1,6,6,147,4.1,No
PEMT,6,6,147,4.1,No
PEX2,6,6,147,4.1,No
PGM3,6,6,147,4.1,No
PHGDH,6,5,147,3.4,No
PHLDB3,6,6,147,4.1,No
PI4K2B,6,6,147,4.1,No
PIANP,6,5,147,3.4,No
PIGV,6,6,147,4.1,No
PILRB,6,6,147,4.1,No
PIM3,6,6,147,4.1,No
PIP4K2C,6,6,147,4.1,No
PIP5KL1,6,6,147,4.1,No
PLA2G15,6,6,147,4.1,No
PLA2G2D,6,5,176,2.8,No
PLAAT2,6,6,147,4.1,No
PLAAT4,6,6,147,4.1,No
PLAGL1,6,6,147,4.1,No
PLAT,6,6,147,4.1,No
PLCD1,6,6,147,4.1,No
PLCD3,6,5,147,3.4,No
PLCXD1,6,6,147,4.1,No
PLIN2,6,6,147,4.1,No
PLP1,6,6,147,4.1,No
PLSCR2,6,6,147,4.1,No
PM20D2,6,6,147,4.1,No
PMM2,6,5,147,3.4,No
PMPCB,6,6,147,4.1,No
PNCK,6,6,147,4.1,No
PNKD,6,6,147,4.1,No
PNMA8B,6,5,147,3.4,No
PNPLA2,6,6,147,4.1,No
PODNL1,6,6,147,4.1,No
POF1B,6,6,147,4.1,No
POMP,6,6,147,4.1,No
POTED,6,5,147,3.4,No
PPAT,6,6,147,4.1,No
PPIL4,6,5,147,3.4,No
PPM1K,6,6,147,4.1,No
PPM1L,6,5,147,3.4,No
PPOX,6,5,147,3.4,No
PPP1R14D,6,6,147,4.1,No
PPP1R17,6,6,147,4.1,No
PPP1R1A,6,6,147,4.1,No
PPP1R35,6,5,147,3.4,No
PPP1R7,6,6,147,4.1,No
PPP1R9B,6,6,147,4.1,No
PPP2CA,6,5,147,3.4,No
PPP2R1B,6,6,147,4.1,No
PPP2R5D,6,6,147,4.1,No
PPP2R5E,6,6,147,4.1,No
PPP3CB,6,5,147,3.4,No
PPP5C,6,6,147,4.1,No
PPP6C,6,5,147,3.4,Yes
PPP6R3,6,6,147,4.1,No
PRG3,6,6,147,4.1,No
PRKAB1,6,6,147,4.1,No
PRLH,6,6,147,4.1,No
PRLHR,6,6,147,4.1,No
PRMT2,6,4,147,2.7,No
PRND,6,6,147,4.1,No
PRPF31,6,5,147,3.4,No
PRPF38B,6,5,147,3.4,No
PRR23E,6,6,147,4.1,No
PRR5,6,5,147,3.4,No
PRR9,6,4,147,2.7,No
PRRG3,6,6,147,4.1,No
PRRT3,6,5,147,3.4,No
PRRX2,6,6,147,4.1,No
PRSS41,6,6,147,4.1,No
PRSS48,6,6,147,4.1,No
PSKH1,6,5,147,3.4,No
PSMC2,6,6,147,4.1,No
PSMD4,6,6,147,4.1,No
PSMD5,6,6,147,4.1,No
PSORS1C2,6,6,147,4.1,No
PTBP3,6,6,147,4.1,No
PTF1A,6,6,147,4.1,No
PTGR2,6,5,147,3.4,No
PTHLH,6,6,147,4.1,No
PTOV1,6,5,147,3.4,No
PTPA,6,6,147,4.1,No
PTPN18,6,6,147,4.1,No
QARS1,6,6,147,4.1,No
R3HDM4,6,6,147,4.1,No
RAB28,6,6,147,4.1,No
RAB40A,6,6,147,4.1,No
RAB40AL,6,5,147,3.4,No
RAB40B,6,6,147,4.1,No
RABGEF1,6,6,147,4.1,No
RAC2,6,6,147,4.1,Yes
RACK1,6,4,147,2.7,No
RAF1,6,6,176,3.4,Yes
RANBP10,6,6,147,4.1,No
RAPSN,6,6,147,4.1,No
RASL12,6,6,147,4.1,No
RASSF10,6,5,147,3.4,No
RASSF6,6,6,147,4.1,No
RBBP4,6,6,147,4.1,No
RBFOX3,6,6,147,4.1,No
RBM14,6,4,147,2.7,No
RBM22,6,6,147,4.1,No
RBMX,6,6,147,4.1,No
RBPJ,6,6,147,4.1,No
RCN1,6,5,147,3.4,No
RCN3,6,6,147,4.1,No
RDH12,6,6,147,4.1,No
RDX,6,6,147,4.1,No
REC114,6,6,147,4.1,No
REEP2,6,6,147,4.1,No
RENBP,6,6,147,4.1,No
REPIN1,6,5,147,3.4,No
RFC2,6,6,147,4.1,No
RGL2,6,6,147,4.1,No
RGN,6,6,147,4.1,No
RGS5,6,5,147,3.4,No
RHBDD2,6,6,147,4.1,No
RHBDD3,6,6,147,4.1,No
RHBG,6,6,147,4.1,No
RHOU,6,6,147,4.1,No
RIBC2,6,6,147,4.1,No
RIMOC1,6,6,147,4.1,No
RING1,6,5,147,3.4,No
RIOK3,6,6,147,4.1,No
RLBP1,6,6,147,4.1,No
RMND5A,6,6,147,4.1,No
RNASE10,6,5,147,3.4,No
RNF103,6,6,147,4.1,No
RNF13,6,6,147,4.1,No
RNF135,6,6,147,4.1,No
RNF185,6,6,147,4.1,No
RNF220,6,6,147,4.1,No
RNF223,6,6,147,4.1,No
RNF41,6,6,147,4.1,No
RO60,6,6,147,4.1,No
RPL13,6,6,147,4.1,No
RRP1,6,6,147,4.1,No
RSL24D1,6,6,147,4.1,No
RSPH3,6,6,147,4.1,No
RTF2,6,6,147,4.1,No
RTN4RL2,6,6,147,4.1,No
RTP1,6,5,147,3.4,No
RXFP4,6,6,147,4.1,No
SAA4,6,6,147,4.1,No
SAAL1,6,6,147,4.1,No
SCARF2,6,5,147,3.4,No
SCD5,6,6,147,4.1,No
SCP2D1,6,6,147,4.1,No
SCYL3,6,6,147,4.1,No
SDC3,6,6,147,4.1,No
SDCCAG8,6,6,147,4.1,No
SEC61A2,6,6,147,4.1,No
SELENOI,6,5,147,3.4,No
SELENOO,6,4,147,2.7,No
SERINC3,6,6,147,4.1,No
SERPINB11,6,6,147,4.1,No
SERPINB2,6,6,147,4.1,No
SERPINF2,6,6,147,4.1,No
SERTAD3,6,6,147,4.1,No
SESN1,6,5,147,3.4,Yes
SETD7,6,6,147,4.1,Yes
SFXN2,6,6,147,4.1,No
SGK1,6,6,176,3.4,Yes
SGMS2,6,6,147,4.1,No
SGPP2,6,6,147,4.1,No
SH3BP5L,6,4,147,2.7,No
SH3GLB1,6,5,147,3.4,No
SHC1,6,6,147,4.1,No
SHF,6,5,147,3.4,No
SHISA7,6,5,147,3.4,No
SHMT1,6,6,147,4.1,No
SIGIRR,6,6,147,4.1,No
SIRT3,6,6,147,4.1,No
SKA1,6,6,147,4.1,No
SLAMF7,6,6,147,4.1,No
SLC10A6,6,6,147,4.1,No
SLC18B1,6,6,147,4.1,No
SLC19A2,6,6,147,4.1,No
SLC22A31,6,6,147,4.1,No
SLC25A13,6,6,147,4.1,No
SLC25A20,6,6,147,4.1,No
SLC25A3,6,4,147,2.7,No
SLC25A39,6,6,147,4.1,No
SLC25A42,6,6,147,4.1,No
SLC25A45,6,4,147,2.7,No
SLC2A1,6,5,147,3.4,No
SLC2A8,6,5,147,3.4,No
SLC35B3,6,5,147,3.4,No
SLC35B4,6,5,147,3.4,No
SLC35D3,6,5,147,3.4,No
SLC35F6,6,6,147,4.1,No
SLC35G1,6,6,147,4.1,No
SLC35G2,6,6,147,4.1,No
SLC36A4,6,6,147,4.1,No
SLC38A7,6,6,147,4.1,No
SLC47A2,6,6,147,4.1,No
SLC51A,6,6,147,4.1,No
SLC51B,6,6,147,4.1,No
SLC61A1,6,6,147,4.1,No
SLC66A1,6,5,147,3.4,No
SLC6A11,6,6,147,4.1,No
SLC71A2,6,6,147,4.1,No
SLC7A5,6,5,147,3.4,No
SLC7A6OS,6,5,147,3.4,No
SMARCAD1,6,6,147,4.1,No
SMARCB1,6,6,176,3.4,Yes
SMARCE1,6,6,147,4.1,Yes
SMU1,6,6,147,4.1,No
SNTA1,6,6,147,4.1,No
SNX14,6,5,147,3.4,No
SNX17,6,5,147,3.4,No
SNX2,6,6,147,4.1,No
SNX21,6,6,147,4.1,No
SNX30,6,5,147,3.4,No
SNX4,6,6,147,4.1,No
SNX7,6,6,147,4.1,No
SOCS6,6,5,147,3.4,No
SOST,6,5,147,3.4,No
SPACA3,6,5,147,3.4,No
SPAST,6,6,147,4.1,No
SPATA19,6,5,147,3.4,No
SPATA32,6,6,147,4.1,No
SPATS1,6,6,147,4.1,No
SPINT1,6,5,147,3.4,No
SPMAP1,6,5,147,3.4,No
SPMIP9,6,6,147,4.1,No
SPOCK2,6,4,147,2.7,No
SPRR2G,6,4,147,2.7,No
SPSB4,6,5,147,3.4,No
SPTLC1,6,6,147,4.1,No
SRGN,6,6,147,4.1,No
SRSF1,6,6,147,4.1,No
SRSF11,6,6,147,4.1,No
SS18,6,6,147,4.1,Yes
SST,6,5,147,3.4,No
SSX1,6,6,147,4.1,Yes
ST13,6,5,147,3.4,No
STARD10,6,6,147,4.1,No
STARD4,6,6,147,4.1,No
STARD6,6,4,147,2.7,No
STEAP2,6,6,147,4.1,No
STEAP3,6,5,147,3.4,No
STIM2,6,6,147,4.1,No
STIP1,6,6,147,4.1,No
STK17B,6,5,147,3.4,No
STK38,6,6,147,4.1,No
STKLD1,6,4,147,2.7,No
STRADB,6,6,147,4.1,No
STRN3,6,6,147,4.1,No
STX3,6,6,147,4.1,No
SULT6B1,6,6,147,4.1,No
SYNC,6,5,147,3.4,No
SYNE4,6,5,147,3.4,No
TAC4,6,5,147,3.4,No
TAF1B,6,6,147,4.1,No
TAF5,6,6,147,4.1,No
TAS2R14,6,6,147,4.1,No
TAS2R3,6,6,147,4.1,No
TAS2R4,6,6,147,4.1,No
TAS2R40,6,6,147,4.1,No
TAS2R42,6,6,147,4.1,No
TBC1D15,6,6,147,4.1,No
TBC1D9B,6,6,147,4.1,No
TBL1Y,6,4,147,2.7,No
TBL2,6,6,147,4.1,No
TCAF1,6,6,147,4.1,No
TCAIM,6,6,147,4.1,No
TCEA2,6,6,147,4.1,No
TCEAL6,6,5,147,3.4,No
TCHP,6,6,147,4.1,No
TEAD1,6,5,147,3.4,No
TEAD3,6,6,147,4.1,No
TEDC2,6,6,147,4.1,No
TEKT2,6,6,147,4.1,No
TERB2,6,6,147,4.1,No
TERF2IP,6,6,147,4.1,No
TES,6,6,147,4.1,No
TFIP11,6,6,147,4.1,No
TGDS,6,6,147,4.1,No
TGFB1I1,6,6,147,4.1,No
TH,6,6,147,4.1,No
THOC5,6,6,147,4.1,No
THUMPD2,6,6,147,4.1,No
THUMPD3,6,6,147,4.1,No
TIGD3,6,6,147,4.1,No
TIGD7,6,5,147,3.4,No
TJAP1,6,6,147,4.1,No
TKFC,6,5,147,3.4,No
TLCD4,6,6,147,4.1,No
TM7SF2,6,6,147,4.1,No
TM9SF1,6,6,147,4.1,No
TMC8,6,6,147,4.1,No
TMCC1,6,5,147,3.4,No
TMED8,6,5,147,3.4,No
TMEM144,6,6,147,4.1,No
TMEM163,6,6,147,4.1,No
TMEM192,6,6,147,4.1,No
TMEM212,6,5,147,3.4,No
TMEM215,6,6,147,4.1,No
TMEM221,6,5,147,3.4,No
TMEM43,6,6,147,4.1,No
TMEM45B,6,6,147,4.1,No
TMEM53,6,6,147,4.1,No
TMEM59,6,6,147,4.1,No
TMEM74B,6,6,147,4.1,No
TMEM81,6,6,147,4.1,No
TMIGD1,6,6,147,4.1,No
TMIGD3,6,5,147,3.4,No
TMOD2,6,6,147,4.1,No
TMOD3,6,5,147,3.4,No
TMPRSS12,6,6,147,4.1,No
TMPRSS5,6,6,147,4.1,No
TMTC4,6,6,147,4.1,No
TMX4,6,6,147,4.1,No
TNFAIP6,6,5,147,3.4,No
TNFAIP8L3,6,6,147,4.1,No
TNFRSF19,6,6,147,4.1,No
TNFRSF25,6,6,147,4.1,No
TNNT1,6,5,147,3.4,No
TNNT2,6,5,147,3.4,No
TOB2,6,6,147,4.1,No
TP53TG5,6,6,147,4.1,No
TPD52L2,6,6,147,4.1,No
TPSB2,6,5,147,3.4,No
TRA2A,6,6,147,4.1,No
TRAF2,6,6,176,3.4,Yes
TRAIP,6,6,147,4.1,No
TRIM4,6,6,147,4.1,No
TRIM49C,6,6,147,4.1,No
TRMT13,6,6,147,4.1,No
TRMT61B,6,6,147,4.1,No
TRUB2,6,6,147,4.1,No
TSEN2,6,5,147,3.4,No
TSPAN16,6,6,147,4.1,No
TSPAN2,6,5,147,3.4,No
TSPAN9,6,5,147,3.4,No
TST,6,5,147,3.4,No
TTC1,6,6,147,4.1,No
TTC12,6,5,147,3.4,No
TTC5,6,6,147,4.1,No
TTLL3,6,6,147,4.1,No
TUBA3D,6,6,147,4.1,No
TULP3,6,5,147,3.4,No
TUSC3,6,6,147,4.1,Yes
TXNDC15,6,6,147,4.1,No
TXNIP,6,5,147,3.4,No
TXNRD3,6,6,147,4.1,No
UBA3,6,6,147,4.1,No
UBE2H,6,6,147,4.1,No
UBXN2A,6,5,147,3.4,No
UBXN2B,6,6,147,4.1,No
UCHL5,6,6,147,4.1,No
UCK1,6,6,147,4.1,No
UCN3,6,5,147,3.4,No
UCP1,6,6,147,4.1,No
UMPS,6,5,176,2.8,No
UPF3B,6,5,147,3.4,No
UPK3A,6,6,147,4.1,No
UQCRC2,6,5,147,3.4,No
UROD,6,5,147,3.4,No
USP1,6,6,147,4.1,Yes
USP41P,6,5,147,3.4,No
USP50,6,6,147,4.1,No
UTF1,6,6,147,4.1,No
UTS2,6,6,147,4.1,No
VAX1,6,6,147,4.1,No
VCF1,6,6,147,4.1,No
VDAC1,6,6,147,4.1,No
VENTX,6,6,147,4.1,No
VMP1,6,6,147,4.1,No
VNN3P,6,6,147,4.1,No
VPS33B,6,6,147,4.1,No
VRK2,6,5,147,3.4,No
VSTM2A,6,6,147,4.1,No
VTN,6,4,147,2.7,No
VWC2,6,6,147,4.1,No
WBP4,6,6,147,4.1,No
WDR1,6,5,147,3.4,No
WDR26,6,6,147,4.1,No
WDR46,6,5,147,3.4,No
WFDC11,6,5,147,3.4,No
WHAMM,6,6,147,4.1,No
WLS,6,6,147,4.1,No
WNT10B,6,6,147,4.1,No
WNT3A,6,5,147,3.4,No
WTIP,6,6,147,4.1,No
XRCC4,6,5,147,3.4,No
XRCC6,6,6,147,4.1,No
XYLB,6,6,147,4.1,No
XYLT2,6,5,147,3.4,No
YARS2,6,6,147,4.1,No
YBX3,6,6,147,4.1,No
YIPF1,6,5,147,3.4,No
YTHDF3,6,5,147,3.4,No
YY1,6,6,147,4.1,Yes
YY2,6,6,147,4.1,No
ZAR1,6,6,147,4.1,No
ZBED1,6,6,176,3.4,No
ZBED6,6,6,147,4.1,No
ZBTB1,6,6,147,4.1,No
ZC3H10,6,6,147,4.1,No
ZC3HAV1L,6,6,147,4.1,No
ZC3HC1,6,6,147,4.1,No
ZCCHC24,6,6,147,4.1,No
ZCCHC8,6,5,147,3.4,No
ZDHHC1,6,5,147,3.4,No
ZDHHC16,6,5,147,3.4,No
ZDHHC18,6,6,147,4.1,No
ZDHHC6,6,6,147,4.1,No
ZDHHC7,6,6,147,4.1,No
ZFP57,6,6,147,4.1,No
ZFP91,6,5,147,3.4,No
ZGLP1,6,6,147,4.1,No
ZGPAT,6,5,147,3.4,No
ZKSCAN1,6,6,147,4.1,No
ZNF101,6,6,147,4.1,No
ZNF181,6,6,147,4.1,No
ZNF19,6,6,147,4.1,No
ZNF213,6,6,147,4.1,No
ZNF248,6,6,147,4.1,No
ZNF280C,6,6,147,4.1,No
ZNF280D,6,5,147,3.4,No
ZNF286A,6,6,147,4.1,No
ZNF324,6,6,147,4.1,No
ZNF385A,6,6,147,4.1,No
ZNF395,6,6,147,4.1,No
ZNF414,6,6,147,4.1,No
ZNF430,6,5,147,3.4,No
ZNF446,6,6,147,4.1,No
ZNF474,6,6,147,4.1,No
ZNF503,6,5,147,3.4,No
ZNF511,6,6,147,4.1,No
ZNF512,6,6,147,4.1,No
ZNF517,6,5,147,3.4,No
ZNF551,6,4,147,2.7,No
ZNF552,6,6,147,4.1,No
ZNF558,6,5,147,3.4,No
ZNF587,6,6,147,4.1,No
ZNF652,6,6,147,4.1,No
ZNF670,6,6,147,4.1,No
ZNF684,6,6,147,4.1,No
ZNF7,6,6,147,4.1,No
ZNF707,6,4,147,2.7,No
ZNF76,6,6,147,4.1,No
ZNF761,6,4,147,2.7,No
ZNF805,6,6,147,4.1,No
ZRANB2,6,6,147,4.1,No
ZSCAN25,6,6,147,4.1,No
ZUP1,6,6,147,4.1,No
ZXDA,6,6,147,4.1,No
ZXDB,6,6,147,4.1,No
AAMP,5,5,147,3.4,Yes
ABCF1,5,5,147,3.4,No
ABHD17B,5,5,147,3.4,No
ABHD3,5,5,147,3.4,No
ABHD8,5,5,147,3.4,No
ABRACL,5,5,147,3.4,No
ABRAXAS2,5,5,147,3.4,No
ABT1,5,5,147,3.4,No
ACADS,5,4,147,2.7,No
ACBD6,5,5,147,3.4,No
ACER3,5,5,147,3.4,No
ACOT1,5,5,147,3.4,No
ACOT9,5,5,147,3.4,No
ADA,5,5,147,3.4,No
ADK,5,5,147,3.4,No
ADM2,5,5,147,3.4,No
ADRA1B,5,5,147,3.4,No
ADTRP,5,5,147,3.4,No
AGAP5,5,5,147,3.4,No
AGAP7P,5,4,147,2.7,No
AGK,5,5,147,3.4,Yes
AIF1L,5,5,147,3.4,No
AIMP1,5,5,147,3.4,No
AKAP10,5,5,147,3.4,No
ALAD,5,5,147,3.4,No
ALDH7A1,5,5,147,3.4,No
ALG12,5,5,147,3.4,No
ALX3,5,4,147,2.7,No
AMACR,5,4,147,2.7,No
AMDHD1,5,5,147,3.4,No
AMDHD2,5,4,147,2.7,No
AMIGO2,5,5,147,3.4,No
AMIGO3,5,4,147,2.7,No
AMMECR1L,5,5,147,3.4,No
AMN,5,4,147,2.7,No
ANGPTL3,5,5,147,3.4,No
ANKRD29,5,5,147,3.4,No
ANKRD60,5,5,147,3.4,No
ANKRD61,5,5,147,3.4,No
APLP2,5,5,147,3.4,No
APOA5,5,5,147,3.4,No
APOBEC1,5,4,147,2.7,No
APOBEC3F,5,4,147,2.7,No
APOBEC4,5,5,147,3.4,No
APOE,5,5,147,3.4,No
APOL3,5,5,147,3.4,No
AQP3,5,5,147,3.4,No
AQP5,5,5,147,3.4,No
ARHGAP18,5,5,147,3.4,No
ARHGEF5,5,4,147,2.7,No
ARK2N,5,5,147,3.4,No
ARL14EP,5,5,147,3.4,No
ARL5B,5,5,147,3.4,No
ARPIN-AP3S2,5,5,147,3.4,No
ARRB1,5,5,147,3.4,No
ARRDC1,5,4,147,2.7,No
ART1,5,4,147,2.7,No
ART3,5,5,147,3.4,No
ASH2L,5,5,147,3.4,No
ATF1,5,5,147,3.4,Yes
ATG10,5,4,147,2.7,No
ATP1B4,5,5,147,3.4,No
ATP5F1B,5,5,147,3.4,No
ATP6V0C,5,5,147,3.4,No
ATP6V1H,5,5,147,3.4,No
ATXN3L,5,5,147,3.4,No
AUNIP,5,5,147,3.4,No
AURKA,5,5,176,2.8,Yes
AVIL,5,4,147,2.7,Yes
AVPR2,5,5,147,3.4,No
B4GALT4,5,5,147,3.4,No
BAIAP2L2,5,5,147,3.4,No
BANF2,5,5,147,3.4,No
BBOX1,5,5,147,3.4,No
BCKDHB,5,4,147,2.7,No
BCL2L1,5,5,176,2.8,Yes
BCL2L15,5,5,147,3.4,No
BCL2L2-PABPN1,5,3,147,2,No
BHLHA15,5,5,147,3.4,No
BHLHE22,5,5,147,3.4,No
BID,5,5,147,3.4,No
BIRC8,5,4,147,2.7,No
BLMH,5,5,147,3.4,No
BNIP1,5,5,147,3.4,No
BNIP3,5,4,147,2.7,No
BNIPL,5,5,147,3.4,No
BOLL,5,5,147,3.4,No
BPGM,5,5,147,3.4,No
BPHL,5,4,147,2.7,No
BPNT1,5,5,147,3.4,No
BPNT2,5,5,147,3.4,No
BRCC3,5,3,147,2,No
BRF2,5,5,147,3.4,No
BROX,5,5,147,3.4,No
BSG,5,5,147,3.4,No
BTBD1,5,4,147,2.7,No
BTBD2,5,4,147,2.7,No
C10ORF62,5,4,147,2.7,No
C11ORF65,5,4,147,2.7,No
C17ORF50,5,5,147,3.4,No
C17ORF67,5,5,147,3.4,No
C17ORF75,5,5,147,3.4,No
C18ORF54,5,5,147,3.4,No
C19ORF81,5,5,147,3.4,No
C19ORF85,5,5,147,3.4,No
C1ORF146,5,5,147,3.4,No
C1ORF198,5,5,147,3.4,No
C1QL3,5,4,147,2.7,No
C1QTNF12,5,5,147,3.4,No
C20ORF141,5,5,147,3.4,No
C22ORF23,5,4,147,2.7,No
C3ORF52,5,5,147,3.4,No
C4ORF33,5,5,147,3.4,No
C5ORF47,5,4,147,2.7,No
C8ORF48,5,5,147,3.4,No
C9ORF152,5,5,147,3.4,No
C9ORF50,5,5,147,3.4,No
CA2,5,5,147,3.4,No
CALCRL,5,4,147,2.7,No
CALHM4,5,5,147,3.4,No
CALHM6,5,5,147,3.4,No
CAPG,5,5,147,3.4,No
CATSPER2,5,4,147,2.7,No
CCDC138,5,4,147,2.7,No
CCDC149,5,5,147,3.4,No
CCDC169,5,5,147,3.4,No
CCDC183,5,5,147,3.4,No
CCDC190,5,5,147,3.4,No
CCDC201,5,5,147,3.4,No
CCDC24,5,5,147,3.4,No
CCDC28B,5,5,147,3.4,No
CCDC3,5,5,147,3.4,No
CCDC34,5,5,147,3.4,No
CCDC74A,5,5,147,3.4,No
CCDC77,5,5,147,3.4,No
CCDC85C,5,5,147,3.4,No
CCDC92,5,5,147,3.4,No
CCK,5,5,147,3.4,No
CCL15,5,5,147,3.4,No
CCM2,5,5,147,3.4,No
CCNE2,5,5,147,3.4,No
CCT3,5,5,147,3.4,No
CCT4,5,5,147,3.4,No
CD151,5,5,147,3.4,No
CD247,5,5,147,3.4,No
CD48,5,5,147,3.4,No
CD69,5,4,147,2.7,No
CD86,5,5,147,3.4,No
CDA,5,5,147,3.4,No
CDC123,5,5,147,3.4,No
CDC25A,5,4,147,2.7,No
CDCA5,5,5,147,3.4,No
CDK6,5,5,176,2.8,Yes
CDX1,5,5,176,2.8,No
CELA2A,5,5,147,3.4,No
CENPP,5,5,147,3.4,No
CEP55,5,5,147,3.4,No
CEP72,5,5,147,3.4,No
CEP78,5,5,147,3.4,No
CERS4,5,5,147,3.4,No
CFAP298,5,4,147,2.7,No
CFAP99,5,3,147,2,No
CFB,5,5,147,3.4,No
CGB7,5,5,147,3.4,No
CGB8,5,4,147,2.7,No
CHKA,5,5,147,3.4,No
CHODL,5,5,147,3.4,No
CHRM1,5,4,147,2.7,No
CHST11,5,5,147,3.4,No
CHST14,5,5,147,3.4,No
CIMAP1A,5,5,147,3.4,No
CIMIP1,5,5,147,3.4,No
CIMIP5,5,5,147,3.4,No
CIPC,5,4,147,2.7,No
CKAP2,5,5,147,3.4,No
CLDN14,5,5,147,3.4,No
CLDN16,5,5,147,3.4,No
CLDN24,5,5,147,3.4,No
CLDN9,5,5,147,3.4,No
CLEC10A,5,5,147,3.4,No
CLEC12A,5,5,147,3.4,No
CLEC2A,5,5,147,3.4,No
CLEC2D,5,5,147,3.4,No
CLEC2L,5,3,147,2,No
CLEC7A,5,5,147,3.4,No
CMBL,5,5,147,3.4,No
CMPK2,5,5,147,3.4,No
CMTM5,5,5,147,3.4,No
CNIH3,5,4,147,2.7,No
COG1,5,5,147,3.4,No
COPS4,5,5,147,3.4,No
COQ5,5,5,147,3.4,No
COQ6,5,5,147,3.4,No
COQ9,5,5,147,3.4,No
CPEB4,5,5,147,3.4,No
CPHXL,5,5,147,3.4,No
CPLANE2,5,5,147,3.4,No
CRADD,5,5,147,3.4,No
CREG1,5,4,147,2.7,No
CRELD1,5,5,147,3.4,No
CRELD2,5,5,147,3.4,No
CRIPAK,5,5,147,3.4,No
CRTAM,5,5,147,3.4,No
CRYGA,5,4,147,2.7,No
CRYGN,5,5,147,3.4,No
CSAG1,5,4,147,2.7,No
CSH1,5,5,147,3.4,No
CSNK1G3,5,5,147,3.4,No
CSRNP1,5,5,147,3.4,No
CTAGE8,5,3,147,2,No
CTDSPL,5,5,147,3.4,No
CTF1,5,5,147,3.4,No
CTNNAL1,5,5,147,3.4,No
CTNS,5,5,147,3.4,No
CTSB,5,5,147,3.4,No
CTSC,5,5,147,3.4,No
CTTNBP2NL,5,5,147,3.4,No
CTU1,5,5,147,3.4,No
CTXN3,5,5,147,3.4,No
CXCL16,5,3,147,2,No
CXCL9,5,5,147,3.4,No
CXCR2,5,5,147,3.4,No
CXORF58,5,5,147,3.4,No
CXORF65,5,5,147,3.4,No
CXXC1,5,5,147,3.4,No
CYP21A2,5,5,147,3.4,No
CYP2U1,5,4,147,2.7,No
CYP39A1,5,5,147,3.4,No
CYRIB,5,5,147,3.4,No
CYYR1,5,5,147,3.4,No
DAND5,5,5,147,3.4,No
DAPP1,5,4,147,2.7,No
DARS1,5,5,147,3.4,No
DARS2,5,4,147,2.7,No
DBNDD2,5,5,147,3.4,No
DBT,5,5,147,3.4,No
DCANP1,5,4,147,2.7,No
DCD,5,5,147,3.4,No
DCDC2B,5,5,147,3.4,No
DCUN1D2,5,5,147,3.4,No
DDRGK1,5,5,147,3.4,No
DDX28,5,5,147,3.4,No
DDX47,5,5,147,3.4,No
DEDD2,5,5,147,3.4,No
DEFB129,5,5,147,3.4,No
DENND2D,5,5,147,3.4,No
DERL3,5,5,147,3.4,No
DERPC,5,4,147,2.7,No
DESI2,5,5,147,3.4,No
DGAT2L6,5,5,147,3.4,No
DGUOK,5,5,147,3.4,No
DHRS1,5,5,147,3.4,No
DIS3L,5,5,147,3.4,No
DKK3,5,5,147,3.4,Yes
DLEU7,5,5,147,3.4,No
