vaf_group,x,mean,lwr,upr,n_samples
TES Acetone,0.37181996086105673,1.4709226245784382e-16,0,4.4231336488019793e-16,4
TES Acetone,0.37377690802348335,3.1485037965870954e-17,0,1.3168448071207425e-16,4
TES Acetone,0.37573385518590996,7.99539466886138e-17,0,1.9715955541312617e-16,4
TES Acetone,0.3776908023483366,1.1508611280889863e-16,0,3.1543898369045825e-16,4
TES Acetone,0.3796477495107632,1.7526307431179164e-18,0,7.330283976080169e-18,4
TES Acetone,0.3816046966731898,0,0,0,4
TES Acetone,0.3835616438356164,7.22100962679246e-18,0,2.6883375936554656e-17,4
TES Acetone,0.38551859099804303,2.6345752951226096e-17,0,1.0801585579125975e-16,4
TES Acetone,0.38747553816046965,0,0,0,4
TES Acetone,0.38943248532289626,0,0,0,4
TES Acetone,0.3913894324853229,2.546171711242677e-18,0,1.064922646630483e-17,4
TES Acetone,0.3933463796477495,4.1171770880156876e-18,0,1.7219872099969945e-17,4
TES Acetone,0.3953033268101761,0,0,0,4
TES Acetone,0.3972602739726027,0,0,0,4
TES Acetone,0.39921722113502933,0,0,0,4
TES Acetone,0.40117416829745595,0,0,0,4
TES Acetone,0.40313111545988256,0,0,0,4
TES Acetone,0.4050880626223092,0,0,0,4
TES Acetone,0.4070450097847358,0,0,0,4
TES Acetone,0.4090019569471624,2.9728252695523685e-17,0,8.845799836471552e-17,4
TES Acetone,0.410958904109589,5.196122825389392e-17,0,1.7350963198566427e-16,4
TES Acetone,0.41291585127201563,8.973415395186214e-18,0,3.7530828065372527e-17,4
TES Acetone,0.41487279843444225,0,0,0,4
TES Acetone,0.41682974559686886,6.238579757388401e-18,0,2.6092524856506846e-17,4
TES Acetone,0.4187866927592955,5.901082993459474e-17,0,2.4680962763167097e-16,4
TES Acetone,0.4207436399217221,1.4203276326240603e-17,0,5.940444059360857e-17,4
TES Acetone,0.4227005870841487,6.69228716546752e-17,0,2.799013172910721e-16,4
TES Acetone,0.4246575342465753,0,0,0,4
TES Acetone,0.42661448140900193,4.469983560583239e-17,0,1.869546622764028e-16,4
TES Acetone,0.42857142857142855,9.730975640922411e-17,0,4.06992831161817e-16,4
TES Acetone,0.43052837573385516,8.215504625043112e-17,0,2.6541311840449893e-16,4
TES Acetone,0.4324853228962818,9.286930561169798e-18,0,3.884208841299097e-17,4
TES Acetone,0.4344422700587084,0,0,0,4
TES Acetone,0.436399217221135,0,0,0,4
TES Acetone,0.4383561643835616,5.622358745271635e-17,0,2.3515213561140896e-16,4
TES Acetone,0.44031311154598823,2.854064903222278e-17,0,1.193697320952192e-16,4
TES Acetone,0.44227005870841485,2.4300386523247267e-17,0,6.930215079544419e-17,4
TES Acetone,0.44422700587084146,2.345304565375327e-17,0,6.939135265281453e-17,4
TES Acetone,0.4461839530332681,5.519610697401957e-17,0,2.3085475367953246e-16,4
TES Acetone,0.4481409001956947,8.252817598315805e-17,0,3.45169664722563e-16,4
TES Acetone,0.4500978473581213,2.618519402008144e-17,0,1.0561361836452675e-16,4
TES Acetone,0.4520547945205479,1.7423475008399703e-17,0,6.32345771665517e-17,4
TES Acetone,0.45401174168297453,2.0835715568866557e-17,0,7.097298998239424e-17,4
TES Acetone,0.45596868884540115,1.581800348504181e-17,0,5.2800006631390146e-17,4
TES Acetone,0.45792563600782776,4.309707240577447e-17,0,1.0588055360196138e-16,4
TES Acetone,0.4598825831702544,1.8400529653949045e-16,4.004937730735284e-17,3.2796121577162803e-16,4
TES Acetone,0.461839530332681,1.339649298971325e-16,0,3.482191245819482e-16,4
TES Acetone,0.4637964774951076,9.837031236289603e-17,0,2.567908699829053e-16,4
TES Acetone,0.4657534246575342,3.436031591365481e-17,0,1.112939347129447e-16,4
TES Acetone,0.46771037181996084,0,0,0,4
TES Acetone,0.46966731898238745,0,0,0,4
TES Acetone,0.47162426614481406,9.048794832288605e-17,0,3.7846098513575784e-16,4
TES Acetone,0.4735812133072407,4.3442683517176795e-17,0,1.3792731498674215e-16,4
TES Acetone,0.4755381604696673,1.883575580381172e-17,0,6.557560184388183e-17,4
TES Acetone,0.4774951076320939,1.1871356100273045e-17,0,4.528061272558597e-17,4
TES Acetone,0.4794520547945205,7.453785624266248e-19,0,3.1175058144589186e-18,4
TES Acetone,0.48140900195694714,9.141679971748588e-17,0,2.596967784267711e-16,4
TES Acetone,0.48336594911937375,1.5180106011456716e-16,0,4.362829887881504e-16,4
TES Acetone,0.48532289628180036,1.5656439089427468e-16,0,4.2181910201372813e-16,4
TES Acetone,0.487279843444227,2.2774739921355363e-16,0,6.240822854461027e-16,4
TES Acetone,0.4892367906066536,3.0564893213781364e-16,3.7431163370907406e-17,5.738667009047199e-16,4
TES Acetone,0.4911937377690802,3.920214027524375e-16,0,1.036643098682956e-15,4
TES Acetone,0.4931506849315068,3.1775932395920387e-16,0,6.618618061903761e-16,4
TES Acetone,0.49510763209393344,4.775278739434525e-16,0,1.4027795518698922e-15,4
TES Acetone,0.49706457925636005,7.781536482552028e-16,2.652337028988243e-16,1.2910735936115814e-15,4
TES Acetone,0.49902152641878667,4.1054604030924103e-16,2.1400715008615317e-16,6.070849305323289e-16,4
TES Acetone,0.5009784735812133,3.2816037948139167e-16,0,6.859836026128887e-16,4
