gene_symbol,group,n_samples,n_mutations,datasets,samples,max_gt_AF
Ttll3,Morphologically normal,1,1,WES,skin05-b1-t2,0.094
Ttll6,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.097
Ttll7,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.037
Ttn,Morphologically normal,7,16,WES,hairfollicle04-c6-t3; hairfollicle05-b5-t3; hairfollicle05-c7-t2; hairfollicle05-e5-t3; skin04-c6-t2; skin05-b1-t2; skin05-c7-t2,0.118
Ttn,HF papilloma,3,7,WES,hairfollicle04-c2-t3; hairfollicle04-c4-t3; hairfollicle04-c5-t3,0.058
Ttn,Skin papilloma,2,4,WES,skin04-c2-t2; skin04-c5-t2,0.056
Ttyh2,Morphologically normal,1,2,WES,hairfollicle05-e5-t3,0.078
Tuba3b,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.02
Tubb1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.062
Tubb3,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.063
Tubb5,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.136
Tubg1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.019
Tubgcp2,Skin papilloma,1,1,WES,skin04-c5-t2,0.055
Tubgcp3,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.115
Tubgcp5,Morphologically normal,1,1,WES,skin05-e5-t2,0.077
Tubgcp6,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.018
Tubgcp6,Skin papilloma,1,1,WES,skin04-c5-t2,0.055
Tuft1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.057
Tut4,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.046
Txlna,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.069
Txndc15,Skin papilloma,1,1,WES,skin04-c5-t2,0.07
Txndc16,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.056
Txndc2,Morphologically normal,2,3,WES,hairfollicle04-c6-t3; hairfollicle05-b1-t3,0.103
Txndc2,HF papilloma,1,2,WES,hairfollicle04-c5-t3,0.021
Txndc2,Skin papilloma,1,2,WES,skin04-c5-t2,0.011
Txndc5,Morphologically normal,1,1,WES,skin05-c7-t2,0.085
Txnip,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.124
Txnrd3,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.059
Tyms,Morphologically normal,1,1,WES,skin05-b5-t2,0.088
Tyr,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.12
Tyro3,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-c7-t2,0.079
Tyw1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.136
Uba1,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; skin05-e5-t2,0.12
Uba1,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.046
Uba3,Morphologically normal,1,1,WES,skin04-g2,0.073
Uba6,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.025
Uba7,Morphologically normal,1,1,WES,skin03-e7,0.079
Ubac2,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.068
Ubap2l,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.038
Ubash3b,Morphologically normal,2,2,WES,hairfollicle05-e5-t3; skin04-c6-t2,0.071
Ubc,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.096
Ube2b,Morphologically normal,1,1,WES,skin04-c6-t2,0.059
Ube2d2a,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.031
Ube2d2a,Skin papilloma,1,1,WES,skin04-c5-t2,0.053
Ube2dnl2,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.06
Ube2g2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.086
Ube2j1,Morphologically normal,1,1,WES,skin05-b1-t2,0.039
Ube2j1,Skin papilloma,1,1,WES,skin04-c2-t2,0.04
Ube2l3,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.044
Ube2l6,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.159
Ube2o,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.075
Ube3b,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.025
Ube4b,Morphologically normal,1,2,WES,skin04-c6-t2,0.091
Ubfd1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.043
Ubl4b,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.074
Ubl7,Morphologically normal,1,1,WES,skin05-c7-t2,0.057
Ubn2,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.082
Ubr2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.125
Ubr2,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.034
Ubr4,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; skin05-c7-t2,0.231
Ubr5,Morphologically normal,2,3,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.091
Uck1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.15
Uckl1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.2
Ucma,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.038
Ucp2,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.111
Ufsp2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.032
Uggt2,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.076
Ugp2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.028
Ugt1a6a,Morphologically normal,1,1,WES,hairfollicle03-a3,0.139
Ugt2a3,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.032
Ulk1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.108
Umodl1,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.036
Unc13a,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.053
Unc13a,HF SCC,3,3,TES,hairfollicle21-b6-w8; hairfollicle21-c7-w8; hairfollicle21-e3-w14,0.379
Unc13b,Morphologically normal,2,2,TES; WES,hairfollicle05-e5-t3; hairfollicle21-d1-w8,0.443
Unc13b,Skin SCC,1,1,TES,skin21-b7-w19,0.045
Unc13c,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-b5-t3,0.086
Unc13c,HF papilloma,1,1,TES,hairfollicle21-d1-w17,0.432
Unc45b,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.091
Unc5c,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.074
Unc5cl,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.111
Unc5d,Morphologically normal,1,1,WES,skin05-c6,0.058
Unc79,Morphologically normal,2,2,WES,hairfollicle03-a3; hairfollicle05-e5-t3,0.5
Unc80,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.094
Unk,Morphologically normal,2,2,WES,hairfollicle05-e5-t3; skin05-b5-t2,0.091
Unkl,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.188
Uox,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.2
